1105862736595046401,darkvader2015,RT @matraca2018: @Lacoloradaloca @La6Ecuador @jimmyjairala @RadioHuancavilk @CynthiaViteri6 @aldiacomec @lahistoriaec @VenParaMearte_ @Expr…,Wed Mar 13 16:06:36 +0000 2019
1105862800981790720,darkvader2015,@GarciaChevelle @matraca2018 @Lacoloradaloca @La6Ecuador @jimmyjairala @RadioHuancavilk @CynthiaViteri6 @aldiacomec… https://t.co/YCPTXVgrYa,Wed Mar 13 16:06:52 +0000 2019
1105862854912237571,darkvader2015,RT @ObservatorioGYE: @Lacoloradaloca @La6Ecuador @jimmyjairala @RadioHuancavilk @CynthiaViteri6 @aldiacomec @lahistoriaec @VenParaMearte_ @…,Wed Mar 13 16:07:05 +0000 2019
1105863587581579264,ceciliaguayas33,RT @ceciliacalderec: Gracias por el apoyo Johnny. Juntos podemos 💪🏻 https://t.co/oBZhdSkM7h,Wed Mar 13 16:09:59 +0000 2019
1105863807367372800,GAP571,Accidente en vía a la costa paraliza la movilidad del sector URGENTE vía alterna @ObrasPublicasEc @alcaldiagye… https://t.co/UGZkvEBWmC,Wed Mar 13 16:10:52 +0000 2019
1105863860324569088,ceciliaguayas33,"RT @leobonilla04: Doña @ceciliacalderec siendo auténtica sin el billete yqe manejan otros esta a pocos puntos de ganar la prefectura.

Si v…",Wed Mar 13 16:11:04 +0000 2019
1105864172015882248,cox_jaramillo,@patobuendia23 @eluniversocom Saludos amigo y bendiciones en la lucha que te has propuesto...💪👍,Wed Mar 13 16:12:19 +0000 2019
1105864494935236608,AnaFlor500,@jimmyjairala #ElMejorGuayaquilDeTodosLosTiempos esas elecciones estan mas que ganadas,Wed Mar 13 16:13:36 +0000 2019
1105865343300456448,maroanna59,@GAP571 @ObrasPublicasEc @alcaldiagye @CynthiaViteri6 @jaimenebotsaadi @ChaloFlores @gusarman43 @celi_elcy @CJPV66… https://t.co/07fPjAQJY5,Wed Mar 13 16:16:58 +0000 2019
1105865632355176453,cendemocratico,".@jimmyjairala inicia en estos momentos su caminata por Mucho Lote, al norte de la ciudad. Lo acompañan… https://t.co/mz02acXj7L",Wed Mar 13 16:18:07 +0000 2019
1105865852778369024,Alejand15783047,"@CynthiaViteri6 @henrycucalon @radioi99 Grande por donde ve hdlgp atrasapueblos ni reservo ríos de agua,  las calles parece la luna",Wed Mar 13 16:18:59 +0000 2019
1105865940015763456,Verrattilizao,"RT @JohnTown_: No tengo la menor duda @CynthiaViteri6 sera la próxima alcaldesa de Guayaquil.
Lo que quiero es que tome nota algo que los o…",Wed Mar 13 16:19:20 +0000 2019
1105866221038137345,AnaFlor500,@jimmyjairala #ElMejorGuayaquilDeTodosLosTiempos  la mejor propaganda es ir a cada rincon de Guayaquil,Wed Mar 13 16:20:27 +0000 2019
1105866687952441346,jrmirannda7,"@CynthiaViteri6 @ursulastrengech @aguschmer @jRodriguezECU Buenos días, una consulta. Donde se puede inscribir para… https://t.co/WNxsnK6ZCE",Wed Mar 13 16:22:19 +0000 2019
1105867538175533057,LA6MDG,RT @JosueSanchezEc: Como alcaldesa! @CynthiaViteri6 https://t.co/fN6jzQyW9B,Wed Mar 13 16:25:41 +0000 2019
1105867562447974400,Jeanclaudiogua1,RT @GonzaloCevallo7: PERSONAS BUEN CORAZON Y MEDIOS COMUNICACION @tinocotania @janethinostroza @Gamanoticiasec @TCNoticiaseje @RTSEcuador @…,Wed Mar 13 16:25:47 +0000 2019
1105867865473904641,DanielB68489119,@CynthiaViteri6 @luisevivanco Que se repita pero ya ud @CynthiaViteri6  como la alcaldesa de Guayaquil 🤩,Wed Mar 13 16:26:59 +0000 2019
1105867878102896642,CharlesST1980,"RT @cendemocratico: .@jimmyjairala inicia en estos momentos su caminata por Mucho Lote, al norte de la ciudad. Lo acompañan @DiegoSpotorno,…",Wed Mar 13 16:27:02 +0000 2019
1105868006259871744,ferensoca,RT @GonzaloCevallo7: PERSONAS BUEN CORAZON Y MEDIOS COMUNICACION @tinocotania @janethinostroza @Gamanoticiasec @TCNoticiaseje @RTSEcuador @…,Wed Mar 13 16:27:33 +0000 2019
1105868022357606400,NatSandovalPita,"RT @cendemocratico: [#BOLETÍN] @LadyMina15 impulsará desde el Concejo Cantonal la propuesta de @jimmyjairala de crear Escuelas de Artes, Of…",Wed Mar 13 16:27:37 +0000 2019
1105868272602435584,Marcelo41406946,RT @PolyUgarteG: ¡Recorrimos Pascuales junto a @fcojimenez21! Con el gran equipo de @CREOEcuador estamos trabajando por el CAMBIO que neces…,Wed Mar 13 16:28:36 +0000 2019
1105868343062466563,NatSandovalPita,"RT @cendemocratico: [#BOLETÍN] @cocaespueblo respalda la propuesta de @jimmyjairala de censar, carnetizar y capacitar a los comerciantes au…",Wed Mar 13 16:28:53 +0000 2019
1105898114068680705,IrishBloodedYES,"RT @0__FRANCISCO_0: Mientras haya votantes así  habrán candidatos como @Alexandra_Arce, @Daltonarvaezm Nico Ugalde, @jimmyjairala, @denisse…",Wed Mar 13 18:27:11 +0000 2019
1105898297317879808,MariaSandoyaAMA,MUJER GUERRERA COMPROMETIDA CON SU GENTE PARA IR DE LA MANO CON EL VENDEDOR AMBULANTE POR UN TRABAJO DIGNO.!☝️… https://t.co/B6em2v04v2,Wed Mar 13 18:27:55 +0000 2019
1105898741926686721,anakaripereira,"#VillavicencioLeaks  @mercurioec
@berecordero
@piedad3103
@janethinostroza
@Pauli8g
@mariapaularomo
@jimmyjairala… https://t.co/BYXPiB8VPO",Wed Mar 13 18:29:41 +0000 2019
1105898862621978624,cnegobec,"#DecisiónEnDemocracia | Hoy a las 22h00, conoceremos a los candidatos a la alcaldía de #Guayaquil: @jimmyjairala,… https://t.co/VW2vs622v5",Wed Mar 13 18:30:10 +0000 2019
1105899076640559104,MayraAljr,"#VillavicencioLeaks  @mercurioec
@berecordero
@piedad3103
@janethinostroza
@Pauli8g
@mariapaularomo
@jimmyjairala… https://t.co/H13QRk5dxU",Wed Mar 13 18:31:01 +0000 2019
